w_rmse,w_log_rmse,subspace_similarity,tv_score,hellinger_score,gene_topk_hit_mean,f1_tau90,jaccard_tau90,H_corr,H_corr_spearman,sigma2_age_rmse,sigma2_age_log_rmse,tau2_spa_rmse,tau2_spa_log_rmse,sigma2_e_abs_err,sigma2_e_log_abs_err,align_cost,method,rep
0.0331006988748698,-3.408200882777613,0.14551375122062304,0.5582497400129186,0.5568303210455845,0.7559523809523809,0.5934343434338234,0.4797619047619048,0.32526920493327427,0.31506240167784055,,,,,,,0.0010934093646906922,STAMP,11
0.030981371177514795,-3.4743691848852327,0.3649026091324935,0.45865203625444007,0.45688523878247966,0.5,0.32713293650765923,0.2567187198766146,0.38035003215671054,0.39442139207747123,,,,,,,0.0009613336950469325,MEFISTO,11
0.012956939838260677,-4.34612373953057,0.8213206155474194,0.8667200622163835,0.7810837609018373,1.0,0.8888888888881867,0.825,0.9509471526002828,0.9667472012420404,6.20460619536803,1.8252919509484253,4.095022207853014,1.4097721404534567,0.0313455976922519,-3.462681446253222,0.00016788228997230664,stGP,12
0.02727704082937506,-3.6017099258871204,0.5666732685031071,0.696166896697676,0.5898893427811879,0.7291666666666666,0.7613636363628938,0.64375,0.659088185953261,0.6291268982316637,,,,,,,0.000744036956407394,PCA,12
0.06631023946334323,-2.713410952337436,-0.0317490892688308,0.3359424657682729,0.3460561390658824,0.375,0.4095238095233244,0.2875,0.6011094192447655,0.5991414947825073,,,,,,,0.004397047857685922,NMF,12
0.03145104542175908,-3.4593230556326935,0.2564825096482486,0.64521977264037,0.6053507874050625,0.75,0.7260683760677111,0.584920634920635,0.13010692466545182,0.11605390962008238,,,,,,,0.0009954013304626,SpatialPCA,12
0.03190079935193074,-3.4451242114510308,0.22603519502529879,0.687442574583755,0.6767147275714197,0.7083333333333334,0.7688679245276536,0.7598039215686274,0.5325455692743045,0.5351997120787307,,,,,,,0.000998659288069947,Popari,12
0.04150051239547479,-3.182049504942796,0.0771057292538232,0.5763182025649729,0.6122453490593834,0.75,0.7172413793097095,0.675595238095238,0.4018573412830113,0.4040297999177708,,,,,,,0.0017314092645089624,STAMP,12
0.03363376997247911,-3.39222465804158,0.2884871745286989,0.6085803393864442,0.5562255372105822,0.8,0.5342636087312974,0.5177777777777777,0.7046787740660645,0.6728616249385714,,,,,,,0.0011276750469779346,MEFISTO,12
0.008530912447949388,-4.7640589539204115,0.8115754197678682,0.8918323500117928,0.844888968357731,1.0,0.8830357142850797,0.798611111111111,0.9685955492876277,0.9720386669288075,4.109032729340537,1.4131876551507712,3.7667514835304114,1.3262129545481012,0.03413930661397763,-3.377305871898907,7.277646719457779e-05,stGP,13
0.031143333536767993,-3.4691550683131767,0.39430969000478133,0.6422777204260353,0.6180652848983192,0.7541666666666667,0.6719696969691114,0.543154761904762,0.232572682132581,0.23530188626155665,,,,,,,0.0009699072237823777,PCA,13
0.06772871225262543,-2.6922450788900756,-0.14935041729711718,0.2214121454300507,0.23913787689303395,0.29166666666666663,0.27146464646432744,0.1701388888888889,0.761397424545717,0.7371880316673158,,,,,,,0.004587178463398935,NMF,13
0.03049904953354459,-3.490059758688946,0.22608821414653713,0.64214127696739,0.5897139900731532,0.6631944444444444,0.6679487179481473,0.5932539682539683,0.10831517437673169,0.11841262808461067,,,,,,,0.0009483112600331421,SpatialPCA,13
0.02866641803065368,-3.552028944783643,0.20377402215836027,0.624921541771391,0.6445600221659489,0.7222222222222222,0.6775224775219687,0.6126085654387541,0.718669917662223,0.6805387062678645,,,,,,,0.0008034349554165822,Popari,13
0.031249247201878237,-3.4657599926297804,0.15856308382776352,0.5334062449842568,0.5200947485992823,0.6909722222222222,0.48659532955266704,0.3929301374953548,0.33785386354258073,0.325657379640828,,,,,,,0.0009889826174340733,STAMP,13
0.03740315771689782,-3.2860001471926448,0.379854543523919,0.21247826990599808,0.23737343669999808,0.2847222222222222,0.29302075732659955,0.21648351648351646,0.21977466219312905,0.21461504638463358,,,,,,,0.001389757111454515,MEFISTO,13
