,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378901470100624-97,2961.0812607212088,11000.646172580997,2193.2474103202007,10990.822433937845,2183.9384065450886,11010.522661306584,2205.378602540148,714,125,713.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,422.3767359330115,70,283.0,3,3,10.104427357707301,1.0
3615378901470100628-97,1135.992986254707,10770.963244150023,2194.3199916191447,10765.151432949327,2186.9698512518453,10776.521587531148,2201.203088094324,248,73,247.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,161.83410309864198,33,98.0,3,3,9.713225443503518,1.0
3615378901470100644-97,2919.981752931472,10711.150179253744,2205.7556450724846,10702.429613509665,2192.862115313588,10720.505388688478,2217.6942241211545,458,90,458.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,448.8596160213979,51,208.0,3,3,9.471329429598816,1.0
3615378901470100663-97,3042.0122956675987,10695.511700668185,2215.499067267001,10686.749384136374,2203.182153236045,10704.220683304387,2226.010134219081,489,104,487.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,398.8344851563451,54,128.0,3,3,9.473416573896058,1.0
3615378901470100743-97,2587.043584985877,10936.49523678656,2258.388383261021,10926.641805869196,2249.677123831169,10946.46665878527,2267.3411153735315,861,155,861.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,350.18603423810697,85,376.0,3,3,9.136384423301223,1.0
3615378901470100786-97,1966.6631334528192,10743.280930946648,2292.259058216622,10734.964594718893,2283.745094058273,10753.07055550996,2300.926242984082,605,100,603.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,311.0812087961706,63,367.0,3,3,9.623088797172542,1.0
3615378901470100794-97,815.8061036443179,10887.251675696743,2294.05873205366,10882.098761791323,2288.4669172207164,10891.515423524044,2300.529811661683,149,35,149.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,113.59219646810483,17,52.0,3,3,9.731616625330158,1.0
3615378901470100806-97,1458.8252141852947,10988.801986159076,2301.720604310099,10982.045275385572,2294.705014305074,10995.911014662242,2308.737239868581,534,89,533.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,194.56718113502296,53,274.0,3,3,9.926880281336501,1.0
3615378901470200010-97,1767.712746231982,11116.207820419875,1846.1819655261256,11108.38384373235,1838.1419114083533,11125.221415177131,1853.9552824856128,924,134,920.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,266.2587652961922,84,508.0,1,1,11.35971830584534,1.0
3615378901480100034-97,700.2813258917438,11604.932752053192,1853.142250154049,11600.42685236134,1846.5726174181543,11609.162055436784,1860.622684985356,302,95,300.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,122.73019342322475,54,139.0,1,1,14.306277478926551,1.0
3615378901480100044-97,1803.3425085497583,11598.596342745162,1859.9826516188043,11590.310767438195,1851.484945564032,11607.013433063652,1866.8060175216424,536,119,535.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,255.90274193152686,65,250.0,1,1,14.82702534442418,1.0
3615378901480100080-97,1036.6484837167443,11202.559842345056,1879.5014800908016,11197.58449294633,1872.759178731033,11207.785877943654,1885.707833081133,304,70,303.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,132.0942082226518,40,158.0,1,1,14.929462360006827,1.0
3615378901480100137-97,1111.6052620701234,11608.023987582654,1920.43344669173,11602.396908640869,1913.7043439271963,11613.794084140283,1926.5293718612947,213,73,206.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,146.16909414981353,40,91.0,1,1,13.922770879140607,1.0
3615378901480100151-97,3227.7412410025163,11395.25427597637,1931.4912387130732,11385.253791821497,1920.616669610382,11405.193562366992,1942.2846403454237,577,118,576.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,432.0543646432502,61,240.0,1,1,14.547083344092949,1.0
3615378901480100152-97,1005.0086904288116,11494.476689852116,1929.3992140463076,11488.457999593404,1922.163190347852,11499.364941137905,1935.385276121424,577,126,575.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,144.21251662873047,77,278.0,1,1,13.823418622369253,1.0
3615378901480100167-97,780.411671732702,11487.231976454304,1935.5565485742648,11482.213918394322,1930.7747841774465,11492.611832615312,1940.653010343352,163,51,157.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,102.71294832862509,26,85.0,1,1,14.684198314148935,1.0
3615378901480100195-97,1166.9540332828049,11264.272187377745,1952.4324267110887,11258.95422338466,1945.544789024612,11269.511804250227,1960.102602295609,417,84,416.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,153.6952908343689,48,250.0,1,1,15.184147635933922,1.0
3615378901480100258-97,882.2331067176045,11366.729280600148,1986.5793699908395,11361.047817551887,1980.86802988646,11372.64319404232,1992.0007343711493,151,57,151.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,129.08789985670987,24,53.0,1,1,14.178023466914919,1.0
3615378901480100279-97,614.4410940758709,11229.129369314804,1997.9431977299373,11224.239999764368,1993.76822895526,11233.605573796192,2002.7902184603945,105,47,99.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,84.49611062468158,18,44.0,1,1,15.325697423048572,1.0
3615378901480100286-97,1119.4338892541896,11223.724746778493,2004.115198363532,11218.752290266995,1996.218270547738,11230.003975663663,2011.778531313866,446,100,443.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,175.07915883059087,55,235.0,1,1,15.06344490253413,1.0
3615378901480100302-97,893.1356969632322,11506.7392842235,2011.1260883692344,11500.422368412908,2006.5699111031065,11514.052464289947,2015.3813948233,186,73,185.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,120.10136792520579,35,62.0,1,1,14.105146599229759,1.0
3615378901480100325-97,3664.219091833832,11337.872097998856,2029.1514989649168,11328.31569073413,2016.9376200392355,11347.47982027155,2041.0487611188564,1325,157,1317.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,462.06903094484625,94,459.0,1,1,15.148715921321289,1.0
3615378901480100326-97,1146.5353053033132,11593.430160573074,2022.5030621591384,11587.393979945968,2016.9376200392355,11599.31524415455,2028.144890618292,152,54,152.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,133.60483363000287,28,45.0,1,1,15.201013197254431,1.0
3615378901480100349-97,983.512259584703,11446.70881563616,2033.35981746158,11439.617508341053,2027.737682261464,11452.562428824427,2038.5252871266,156,62,155.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,139.64468718524984,31,69.0,1,1,14.317448418829432,1.0
3615378901480100387-97,1693.1838419993353,11556.040136302598,2060.4213238602183,11548.018771440038,2051.7334765109194,11564.136219515403,2069.717611134106,545,107,540.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,289.8583559695866,62,283.0,1,1,14.666707390711965,1.0
3615378901480100581-97,1617.770792205402,11532.786226087585,2178.4199559323647,11525.58497511398,2172.14548390596,11540.797583982458,2184.2145860645146,388,89,386.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,183.6025305317934,40,121.0,1,1,14.92191554054071,1.0
3615378901480100637-97,2268.52545821351,11426.875463114337,2217.89884137905,11419.239441190964,2208.7437254319293,11435.770923042825,2228.278399598906,271,74,269.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,322.93711147337643,45,155.0,1,1,15.161300084170911,1.0
3615378901480100647-97,1624.9241419277128,11602.604000602389,2223.805183767146,11594.258646527238,2213.413922531748,11609.358714776898,2231.0678668003634,275,79,274.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,266.5757633317793,42,100.0,1,1,15.139541423748232,1.0
3615378901480100651-97,2015.068154583821,11437.72147523014,2224.06292683644,11429.16059367736,2215.3517076586118,11445.76611663455,2231.8420711708195,570,94,569.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,273.8311098743784,52,304.0,1,1,15.261881605176407,1.0
3615378901480100655-97,2062.136956764699,11538.2920979052,2225.4643499535127,11530.169269751144,2217.060350409652,11545.833407671822,2234.1118052934694,383,89,381.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,267.0963410483261,42,86.0,1,1,14.890300361292205,1.0
3615378901480100685-97,2437.6500259798754,11230.822158248104,2242.88228489226,11219.919527193018,2235.0542202938027,11239.62824303548,2251.8743783085115,662,125,657.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,331.5037147372049,67,270.0,1,1,14.850249836640595,1.0
3615378901480100697-97,1342.2661172790154,11271.723439532285,2253.148142257553,11265.846336046285,2244.6859279241053,11278.576617653054,2260.139606174527,353,88,350.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,196.72967598828026,44,166.0,1,1,15.052051035943695,1.0
3615378901480100772-97,1813.74206610986,11572.41228830426,2297.4696585533934,11564.65222641408,2290.0062192177743,11581.967988412538,2305.9368928788967,238,59,237.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,275.8517535910948,33,58.0,1,1,13.589823324801804,1.0
3615378901490100023-97,1124.6825683365946,11731.86643315543,1846.857357611463,11726.604647019123,1840.2699954818672,11737.557293419452,1853.4027797293995,264,79,264.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,143.83874211502385,42,110.0,1,1,15.210560913707264,1.0
3615378901490100050-97,825.5055771096768,11911.592490140074,1856.9870678588236,11905.80053425045,1852.5836294906333,11916.70838803139,1861.4958621884457,317,91,316.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,97.21333112945106,45,93.0,1,1,16.52405408823271,1.0
3615378901490100061-97,1803.731269622756,11721.46306395756,1868.9110841584893,11714.492077159215,1859.153345725903,11727.674418883202,1880.3894640089009,438,105,434.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,279.94176809747876,46,123.0,1,1,15.608850860643189,1.0
3615378901490100110-97,1847.358260189324,11690.8686666147,1897.4914800794904,11683.708076953151,1888.3119044604628,11696.971711368578,1905.86668981478,480,107,480.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,232.84025518095876,53,172.0,1,1,15.389927866602097,1.0
3615378901490100118-97,1911.3942616350123,11795.525882184957,1899.8218868869003,11787.344479922727,1892.847855422968,11804.771627775715,1907.0953063785785,753,121,743.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,248.29243433162074,67,298.0,1,1,15.729583879469613,1.0
3615378901490100175-97,1629.7025153246143,11835.888490772106,1935.524581705024,11829.802043754453,1927.6125718743333,11842.398376971902,1944.2120015945188,509,115,507.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,209.09194797507934,66,263.0,1,1,15.889994042981932,1.0
3615378901490100178-97,1719.8968588091348,11998.432908992185,1934.991896746624,11988.586779356574,1928.5369341611367,12006.222889242265,1942.3568622216949,663,113,656.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,243.72976988834137,63,289.0,2,2,19.839812403123,1.0
3615378901490100226-97,2285.923337141636,12055.924316101076,1969.9383887116385,12043.863436921296,1959.804441048851,12069.368765714098,1977.944438756792,419,112,412.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,462.6666058417103,60,189.0,2,2,19.48450389577896,1.0
3615378901490100258-97,3895.98665591237,11679.8614281315,1986.406059513294,11666.324073163249,1976.5404539350643,11693.946274719558,1996.844234433897,648,105,647.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,560.8351172938143,58,232.0,1,1,15.054283330045507,1.0
3615378901490100353-97,1393.133664033183,11708.92606758242,2041.0102661807985,11698.001500204802,2036.3811471971756,11716.988297079046,2047.0482773034737,163,56,163.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,202.5346325594129,33,69.0,1,1,15.295123681593694,1.0
3615378901490100388-97,2200.6639227424143,11678.002170788091,2064.590169458073,11670.294743056416,2054.7316086220594,11685.307823049026,2073.3009111724737,353,92,346.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,278.78242459634737,47,169.0,1,1,15.02030994271744,1.0
3615378901490100416-97,1780.3363422742548,11719.59884211518,2079.7497155215697,11711.153016422211,2073.0979067663307,11727.486042034156,2087.4356439720123,558,99,553.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,234.17862899772467,55,291.0,1,1,15.325697423048572,1.0
3615378901490100501-97,1621.593061776671,11707.39918717582,2135.224266129368,11699.790775342786,2128.386812346549,11715.655532473043,2142.318661731387,422,91,418.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,221.02540686577385,49,203.0,1,1,15.23674699757044,1.0
3615378901490100550-97,1997.6992755973329,11829.102155198196,2163.7316609072823,11820.65273094464,2155.780417043097,11837.14858737833,2171.5461509992256,518,115,518.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,260.06928391205605,60,181.0,1,1,15.892307787667603,1.0
3615378901490100573-97,1551.7737999500894,11890.330729729105,2179.8322143455885,11882.60516574416,2172.8001676770145,11898.478571282643,2187.4397377786195,476,93,474.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,232.37983313182562,57,299.0,1,1,16.226246911291042,1.0
3615378901490100585-97,767.3331061382362,11975.834048167835,2184.71094482934,11971.092697781867,2178.817029594628,11980.677855241704,2190.032116561648,211,50,210.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,107.4983745046453,29,106.0,2,2,19.969603126216207,1.0
3615378901490100629-97,1242.7426733831426,11740.52352714146,2214.597118617237,11734.130978308858,2208.6688834383303,11746.41505402983,2220.7181914294915,262,91,259.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,148.0146117487418,54,116.0,1,1,15.423359540896987,1.0
3615378901490100683-97,2644.392455257824,11689.56150731557,2247.162480624271,11679.32612309599,2239.268609046088,11699.54768997874,2255.602940332208,644,115,643.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,330.30577258728044,60,278.0,1,1,15.161300084170911,1.0
3615378901490100772-97,1140.0122127957975,11639.014782166936,2299.3629488484444,11633.838484471278,2292.030878691256,11644.844187554743,2306.260185337219,417,90,415.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,156.6035240290434,46,213.0,1,1,15.23674699757044,1.0
3615378901490200025-97,1548.8978262612436,11931.97971067277,1860.231841611594,11923.511718666192,1853.469535265968,11940.178221114717,1866.683612234489,850,129,849.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,220.2324461508462,71,433.0,1,1,13.274734408920468,1.0
3615378901490200484-97,731.0667415756535,11630.695695247396,2298.5634969494527,11625.374893599845,2293.2346061737435,11636.640248489972,2302.6996962832573,446,106,445.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,106.62759915070482,60,249.0,1,1,15.17845822260693,1.0
3615378901500100068-97,2614.7440875981047,12232.533709548818,1875.3668530388863,12223.740421716908,1865.233852012369,12241.118351733418,1885.4916323782504,619,114,615.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,352.0382894881122,60,231.0,2,2,17.10989693058348,1.0
3615378901500100110-97,2007.7452260989087,12395.727303698512,1897.8470663808664,12386.53671308116,1889.4683323051304,12404.247914784544,1905.3619859915004,681,126,673.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,281.49570624304977,66,304.0,1,1,17.097327739765937,1.0
3615378901500100149-97,1253.4601173288684,12430.224986969286,1913.6956182774973,12419.916789248882,1907.2109852577537,12438.355568744346,1922.2908550899904,786,135,780.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,278.054394656907,80,259.0,1,1,16.397264609371533,1.0
3615378901500100280-97,1135.5838693226458,12282.880040077678,1981.9746302378685,12277.842300340271,1975.0349669102648,12287.846067647237,1988.931276025804,251,70,250.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,139.01544281751836,36,110.0,2,2,19.9150247526595,1.0
3615378901500100362-97,2549.07234335019,12448.231413608855,2043.0264450760424,12439.465987813595,2033.5896726608985,12456.6159480418,2053.085790938253,468,113,465.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,334.35765306098693,58,165.0,1,1,17.52895362776158,1.0
3615378901500100390-97,3383.0625587794743,12320.03643041877,2066.3014690655723,12308.483885553327,2056.694798078552,12332.116223150266,2075.2513867857733,1031,140,1028.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,438.53556897659064,82,364.0,2,2,19.541845603912947,1.0
3615378901500100472-97,2665.7132912998377,12120.482258648772,2120.297441373015,12110.552920022756,2111.7549921506966,12130.661103598826,2129.2262697250835,514,98,509.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,351.31565677425766,50,217.0,2,2,19.499468551546073,1.0
3615378901500100510-97,1103.2912075652534,12089.924552580607,2145.6235485957727,12083.183636168009,2140.178295962124,12095.897862347872,2151.3647284592003,318,101,315.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,142.2268329136014,52,105.0,2,2,20.18944595952021,1.0
3615378901500100513-97,1645.1530962661209,12084.157969905758,2153.6423207068983,12075.613354773304,2145.23523051867,12092.879300161314,2161.542453905813,446,99,445.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,281.55962843248534,49,196.0,2,2,19.541845603912947,1.0
3615378901500100521-97,2566.5414907825675,12421.584466131637,2157.70079835443,12413.571168054264,2147.3695441735595,12429.72514896186,2168.920322412217,385,78,384.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,348.13086021108444,43,175.0,2,2,19.61545829897176,1.0
3615378901500100562-97,2321.3525995289274,12142.137208095592,2181.5445358684515,12134.015803497698,2171.7115407147235,12151.502912847214,2191.5538131113594,828,140,825.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,346.9839871428696,87,473.0,1,1,18.235747918733942,1.0
3615378901500100604-97,2884.435410840972,12483.630669069838,2204.9735504253126,12472.695666289112,2196.1320022698706,12493.997583233817,2214.126507967838,946,134,943.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,383.3174658391237,77,378.0,2,2,20.53456700546672,1.0
3615378901500100651-97,2950.6734702544827,12141.471965226092,2226.2730353474926,12128.844368304291,2217.6014705962566,12153.36810397981,2234.1022257511995,1122,141,1117.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,404.66015786627355,80,430.0,2,2,19.805743748981005,1.0
3615378901500100682-97,1210.3867600778187,12252.932083065283,2242.8567695767547,12246.928235492413,2235.007495162619,12259.192298821585,2249.4948804876985,406,89,404.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,177.67421110089626,49,173.0,2,2,20.018956049920714,1.0
