,,ACTL6B,RPS5,RAB26,APEX1,NTHL1,LIN7B,SLC17A7,FSD1,POLR2I,HES1,DLX2,ADCK1,TBX2,SLC35B1,TNFAIP6,SOX4,LAMP5,APOE,PDGFRA,DCTN3,SNX24,UTP20,CUX2,ZC3H3,RPL8,TOP2B,RAPGEFL1,FGF10,SDHA,ASCL1,EFL1,PYURF,NDUFS6,ZMAT2,HIGD2A,SLC1A2,ZNF385D,GRM1,FEZF2,AK9,SST,CELF3,NEUROD1,IWS1,NEUROD6,COL1A2,ZMAT4,C1QL3,CRABP1,TMEM145,RFX2,GPR22,UQCRFS1,HES4,ATOH8,MAT2A,CENPX,USP8,MORN4,AP1G2,NDUFA11,MRPS22,HRAS,POLD4,TMEM25,NDUFS8,EBF1,RNF4,DMAP1,ZSCAN26,MAGEF1,CYC1,IL15,RPL10A,EEA1,KCNH5,RPL7A,SOX2,CLVS1,TNNI3K,RIT2,KCNH8,SORCS2,B4GALNT4,HS3ST4,ZNF804B,PRELID2,LIN54,FOXN2,ANAPC1,NOXA1,DPY30,RBPJ,VCAN,RAB5IF,ZFYVE26,C8orf34,PTPRC,TBX3,FYB1,MITF,RHBDL1,POLR2K,MPG,MYO16,FKBP5,GAD1,SYN3,KCNIP4,RUNX2,HLA-DRB1,TOP1,SFMBT2,VIP,SH2D1B,SORCS3,COX7A2,OLFM3,FGGY,TAL1,SURF1,CDK9,FAM241B,RPRD1B,RTKN2,PTPN3,ID3,ZNF438,SDHB,APBB1IP,TLE4,MAD2L2,RORB,MOG,NKX2-2,PLXDC2,HES5,MRPS26,HMGN1,ADARB2,RCL1,DOCK8,OLIG1,OLIG2,DNAJC19,RGS12,AQP4,FILIP1L,GRIK1,TBR1,RFLNA,RNF208,ERCC2,ATP5MC3,PLPPR1,GRINA,FAM135B,ATP5F1D,LMO2,ID2,KIAA1217,RGS11,MED13,NPM2,EPHB1,PTCHD4,HSDL2,RPL3,ERBB4,PDZRN4,NFIA,METTL15,DPP10,DPF1,PVALB,CNOT2,SMYD1,LHFPL3,CFTR,NDUFAF8,EXOSC6,PDIA2,PARN,CKMT1B,SOX5,RPP21,PLCH1,CHRD,POLR2H,ABO,ZMYM4,SYNPR,EFCAB6,POR,DMAC1,RNF8,ANKRD7,NUP214,GTF2H4,ONECUT2,CORO6,SV2C,KCNN2,WDR41,GALNTL6,RPS3A,POU6F2,PINX1,DCSTAMP,NRG1,HSF4,KCNB2,RPS13,GRIK4,L3MBTL3,PHB2,THEMIS,SYT5,TIMM8B,APBA2,MEIS3,IRF9,KIAA0895L,RPS15A,NEIL1,COX5A,MAZ,LPO,CBLN2,CCDC68,TRIM28,ZNF358,RPL18A,NXPH1,LRMDA,FOXP1,SATB2,CDH4,FLT1,LMO3,CLDN5,PCDH15,SOX13,CNTN5,COL19A1,ATM,OR1L8,Blank-1,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blank-10,Blank-11,Blank-12,Blank-13,Blank-14,Blank-15,Blank-16,Blank-17,Blank-18,Blank-19,Blank-20,Blank-21,Blank-22,Blank-23,Blank-24,Blank-25,Blank-26,Blank-27,Blank-28,Blank-29,Blank-30,Blank-31,Blank-32,Blank-33,Blank-34,Blank-35,Blank-36,Blank-37,Blank-38
0,Topic1,-0.70603544,0.00984871,-0.5051878,0.19118695,-0.20101336,0.21771094,-1.4355434,0.0044377837,-1.3114209,-0.0029084235,0.24207854,-0.4787983,-0.74832064,-0.049274962,-0.9312133,2.3090768,-0.022862963,-1.8396091,0.3500771,-0.41314074,-0.13500243,-0.29505298,-0.013201488,-0.29428107,-1.9410625,-0.053138524,0.54982495,-1.1115217,0.017946173,-3.0548751,0.2929067,-0.42738503,-0.08891013,0.556181,0.17702287,-0.7554209,1.0890008,-0.025018645,-0.7123742,-0.59943175,-0.13068241,-0.0068021417,-0.026432144,-0.09666589,-0.84356827,-0.6445081,-2.359081,-0.0013804259,-3.7323906,-0.042794757,-0.31811893,-0.27608842,-0.49219385,-0.36757526,-1.7983422,1.2838076,-0.18491837,-1.0802169,0.20849347,-0.03294516,-0.3503769,-0.08342028,-0.06849308,-0.6695067,-0.00019177608,-0.13437167,-0.33400294,-0.020350954,0.051437795,-0.121890165,0.8676828,-0.04064985,-0.65250534,-0.07627216,-0.46284184,-0.055081308,-0.57865083,-0.05300366,0.08784419,0.7788178,-0.47624812,-0.3192832,0.08410888,0.00041070022,0.28059968,-0.2682218,-0.19309667,-0.16915067,-0.16284427,-0.48983043,-0.009667363,-0.4036573,-0.46925214,-0.13297352,0.106246114,0.0103779435,-0.36915275,-0.9638969,-0.3298447,-2.128696,-0.7524156,-0.637352,-0.38270324,0.5242949,-0.39564347,-0.9432798,0.018253688,-0.0029393137,0.09979342,-1.5241542,-0.7193737,1.7191553,0.18617743,-0.2492143,-0.88912076,-4.053787,-0.12440119,-0.45208323,-0.34665066,-0.20503905,-0.18046546,-0.0013240185,-0.06303149,-0.033822995,-0.10702255,0.10097189,-0.12393293,0.027114049,-0.18665116,-0.5542108,-1.668819,1.8046802,-1.9333627,-2.532513,-3.0162838,-2.5937316,0.40450698,-0.001938805,-0.1291825,-0.20677787,-0.65297943,-0.30700588,0.6756334,-1.7465754,0.0059975386,-0.045348994,-2.0501368,-0.6204647,-0.08271676,-2.030682,-0.42894515,-0.03428556,-0.6389337,-0.011747224,-0.4350333,-0.026550407,-0.09696599,-0.053440854,-0.1654489,-0.7938141,-0.15148343,-0.026539331,-0.034513243,0.8742615,1.346715,-1.0108212,-4.1598973,0.009591512,-0.07730086,-3.5484557,-0.18019547,0.9125823,-0.27502957,1.3713866,-0.2186658,0.27602363,-2.4380374,-0.49574962,-0.36230528,-0.44524404,0.16390675,-0.23643415,-0.10087761,-1.257987,-0.15140262,-0.073835395,-1.7187126,0.0020463075,-0.6055718,-3.54557,-0.03154481,-0.43041277,-0.36727998,-0.07344216,-0.32325637,-0.06839298,-0.67736423,1.3764198,-0.6191063,-0.091214724,-0.16609678,-2.410287,0.10316801,-1.8560159,1.2071838,1.0736101,-0.5206485,-0.2250252,-0.8114292,-1.3162183,-0.08247258,-0.020833846,0.16035931,-0.05090282,-0.16929248,-0.05787626,-3.7047124,-0.037164155,-0.4164827,-0.032394633,0.010567181,-1.6803675,-0.03092202,0.5483013,-0.1318011,-0.46123892,-0.91874444,-0.8457291,-0.91598207,-1.0522835,2.3198729,-0.09566313,-1.0302911,0.19041768,-1.4499866,-0.02034654,0.29839227,-0.4470696,-0.23041852,-0.025523975,-0.17289947,-1.0542239,-0.33893198,-0.34511518,0.24111563,-1.4076477,-0.66835254,-0.93789124,-1.1231914,-0.9700604,-0.97836727,-1.1318914,-0.2043628,0.1551714,-0.5136163,-1.7349057,-1.1760008,-0.29215044,-0.5478687,-1.0222789,-0.40415028,-0.17630658,-0.8406675,-1.3881148,-2.083169,-0.42851228,-1.056512,-0.38863125,-3.1992264,1.0149968,-0.7459398,-0.49191612,-1.2878611,-1.4356275,1.3087318,-0.09572613,-1.26053,-1.2382324,-0.9325036,-1.029213,-1.2754399,-1.1858304,-0.5499825,-0.26311553,1.0767734
0,Topic2,0.014024824,-0.06496979,-0.7467595,0.006971404,1.3547964,-0.061314985,0.79891133,2.3286903,-0.16927382,-0.45895743,-0.60911775,-0.60013604,-1.9537125,0.48360598,-1.4109181,-0.27567008,-0.53495324,-1.1151704,-2.6538005,0.96171945,2.2812338,-0.54981637,-0.061803117,0.17110263,-0.012650118,-0.19225553,-1.2731553,-0.3623137,2.535893,1.028071,-1.871346,-2.0914648,1.021886,-1.3385769,-0.9188706,-0.36318526,-1.2681733,-2.40849,-0.62095696,-0.504816,-3.7967422,-2.0313601,-3.5934644,-1.225129,1.5438662,-4.1558647,0.70629716,0.1596132,-0.60345995,-0.64997786,-3.06619,-2.5667229,0.17819619,-0.28325886,-2.2690449,-0.007978874,2.5615785,-0.0020770282,-0.008176573,-1.1640271,-0.0927571,-0.34326905,1.9696903,-0.62099016,2.0363605,0.5398261,-1.6458079,2.9109442,-2.391879,-0.29105955,-0.045118682,2.3762982,-0.5389745,-0.9706467,0.071911454,1.9798033,-0.05469566,-1.3352387,-2.5272136,-0.63056576,2.6439233,-0.78246564,-1.5657403,-1.062737,-1.0469947,-3.7174046,-1.1355755,-1.5361613,-4.24244,0.25185412,-1.7631483,-0.3065258,-1.8563325,-1.8661759,-0.0077485032,-0.91118675,-0.3619067,-1.1086539,-3.730708,-0.43463314,-0.86705405,-0.03131068,-0.36531904,-0.33805183,-0.08544409,-2.8658652,-2.0217118,-0.882179,-2.6395485,0.47862327,-0.77782476,-0.038257472,-0.24655452,-3.7171988,-0.96022016,0.82027596,-0.54488647,-0.055486463,-0.6630042,-1.9875062,-0.16234316,-1.6384836,1.6733239,-0.10831469,-0.1664227,-0.11046373,-1.9475436,-0.2175885,0.14139096,-0.4145322,-0.887344,-3.1886518,-0.020198232,0.28214312,-0.36425537,-0.4796165,-1.7097322,0.095964685,-0.8486278,-3.2545817,-0.46815193,-1.8043343,-0.17143227,-0.22567973,-2.5792944,-2.34038,-1.6372591,1.2820779,-4.235291,-0.038889892,-2.3233821,1.1529827,-0.14819999,1.1883345,-2.8448646,2.2549233,1.1873646,1.9521121,-0.5802173,-0.84096944,-2.0303774,0.108486414,-2.5934033,-0.1436325,-1.4686295,-1.0241219,-0.18982539,-0.2467625,-2.167455,-0.563981,-1.9771228,0.74112105,-0.41894415,-0.9831142,0.72587854,-0.49663886,-1.0167569,-2.1492448,-0.4258236,-0.37928736,-0.97079325,-0.90176374,1.0485512,0.42441362,-0.39500067,-0.27407444,-0.25409815,-1.1431773,0.8076051,-0.7516321,-0.70655125,0.8165255,-0.56988615,0.22548139,-0.70949376,0.08476074,1.7704892,-0.061247814,-1.9463744,-0.48513952,0.20223622,-0.068226896,-1.8034818,0.84111595,-0.96900797,-0.8888712,2.122034,3.0756955,1.7311697,2.0972483,-0.81208795,0.917586,-0.07111797,-3.0178404,0.8518947,1.9677978,-0.25630206,-0.6674521,-0.38334003,2.788576,-2.0041056,1.0563331,-1.3455464,-0.21513154,-1.6957436,0.6015897,-0.013812004,1.3718566,-1.9857801,1.9729128,0.22644919,-1.5435712,-0.41729525,-3.2248955,-1.5624985,1.6056284,-1.3803605,3.799207,-2.2044568,-2.4016852,-3.0579538,-0.9997994,-3.494814,1.8972106,-0.3146219,-1.3754786,-2.8575513,-0.5964164,0.07099849,-1.5181822,-1.2963446,-1.0763103,0.9941057,-0.9636203,-1.1847355,1.4164867,-1.1638029,-0.48229748,-0.40175325,-0.9771131,0.04549277,-0.23371693,0.028692514,-1.2352163,-1.7587223,-0.5959268,-0.8834148,-0.73975337,-0.2699054,-0.58390963,-0.4816005,-0.40523282,-1.3425236,-1.3436811,-0.7226227,-0.26541957,-0.32499826,-1.94675,-0.944493,0.99678886,-1.5937746,-2.941845,-0.65822214,-1.2987254,-0.83973646
0,Topic3,-0.42781985,1.0087969,-0.063312486,-0.8117641,-1.731273,-0.8502178,-1.238125,-1.1277089,0.055973172,0.4435516,-0.70966905,-0.6927505,0.55466723,-1.0353905,-0.92564994,-0.13635464,0.14438051,0.68522537,-0.12196924,-0.5309855,-0.5532263,1.1531552,-0.6111447,0.37795493,0.2953626,-1.0063123,-0.60062546,-0.6733271,-0.6598018,-0.5719557,0.3819449,0.50862896,-0.621973,-0.3954166,0.29386705,0.9341637,0.15691519,0.4268784,-0.549114,-0.6491617,1.0018725,0.3134264,-0.6602047,1.0512568,-1.6827704,1.208227,0.30704737,-2.3185203,0.052912474,0.88555497,0.020432949,-0.27366748,-0.33846265,1.0138236,-0.36796623,0.331133,-1.0286615,-0.89742017,-0.8784661,0.07290267,-0.0041072145,-0.18965726,-1.1134459,-0.96182024,-1.093441,-1.1739483,1.1047039,-0.13325852,0.23634112,0.6367812,-1.0338174,-0.5136684,-0.7030493,0.5255962,-2.342421,-2.0871174,0.6768006,1.3427829,0.25958428,-0.016683161,-1.1078684,1.062676,-0.13611339,-0.11688406,-0.08070469,0.83421946,1.0208308,1.510316,0.27597448,-0.21380433,0.28197384,2.2351565,0.27087983,0.18052405,-0.6408665,-0.00864628,-0.44523698,-0.86172694,-0.55598676,0.23876917,-0.8740505,-0.23107834,-0.14644988,-0.13267516,0.9351028,-0.22254914,0.558366,-0.01773069,1.029424,-1.2399731,0.13622487,-0.48649263,0.591758,1.0533866,-0.7349992,0.84983224,0.8848864,-2.0265355,-0.79918486,0.28022546,0.1170519,0.43034607,-1.6444231,0.49682724,-1.7707382,-2.0843737,1.0638149,-1.2897606,-0.97306913,-0.4053597,-1.1126008,-0.07265573,-1.0363503,-0.24769947,-0.49694923,0.6513772,0.37806302,-1.1132097,1.3226408,1.572301,1.7588837,-0.20799279,0.25216433,0.15732849,-0.2228482,0.6911361,0.8040588,-1.1763681,1.0674706,0.19604328,0.9901769,-0.2020752,0.19789293,-0.48824555,0.77483,-1.5726749,-1.1149839,-0.46140605,1.2289177,0.45251754,-0.6300858,0.10231635,0.30355296,-0.21836159,-0.7042235,-0.38914025,-0.108543634,1.3238059,1.2484369,-0.8579162,0.44084096,-0.37235653,-0.6051035,0.051088043,-0.6142676,0.76992655,-1.3844255,0.5218607,-0.5973223,1.613779,-0.3311997,0.4156773,-1.6622138,0.3718791,-0.21558002,1.7831802,-0.30545285,0.401601,0.01078786,1.2539945,-0.18871132,-0.0925457,0.027074337,-1.3176137,1.0612792,-1.5470171,-0.6845898,-0.047686838,1.0644084,-0.8426223,-0.31780165,-0.38364542,0.11084917,-0.08352208,0.056530446,-0.75072867,-2.026409,-0.1552274,-2.7231824,-1.1286757,0.6007431,-1.7148259,0.8736948,0.9466833,-1.1628864,-0.8733367,-0.38939023,-0.4835835,0.6924805,-0.5020485,-0.30656126,-0.018636316,0.20092078,0.82540643,0.52689904,-0.7900986,-0.17688538,-1.1719975,-0.01462299,-1.638897,-0.033464897,1.1358052,1.1731299,0.3018281,-0.83423436,-1.465828,0.00034629647,-0.18256328,0.54486966,0.21656924,1.0171424,-1.0200855,0.69400656,0.09606323,0.1929639,-0.018965602,-0.78023267,-0.7724237,-0.29992104,-0.6987848,-0.61414784,-1.4687628,-0.7497767,-1.0317998,-0.9196483,-0.70402455,-1.0850472,0.5094098,0.13590842,-2.8910003,-0.44796017,-0.11903249,-0.08959332,-1.7437034,-1.9692792,-0.7255803,-0.8995675,-0.29539734,-1.4345298,-0.18456924,-1.2737738,-0.6925105,-1.2673982,-1.2760665,-1.0926261,-0.4386929,-1.218636,-1.5768282,-0.8039174,-2.0545263,-1.456726,-1.519114,-0.70542973,0.1338793,-0.6977981
1,Topic1,-1.743429,-0.014717765,-2.0105028,0.23551065,-0.23495682,0.27574593,-0.9336749,0.016004369,-1.383176,-0.14012918,0.49864912,-0.4425164,-0.5905941,-0.06106612,-0.59156793,0.30868018,-0.04255417,0.6016691,0.43566513,-0.35034835,-0.12051373,-0.47522885,-0.023222145,-0.3134614,-1.796274,-0.21629578,0.5211324,-0.964712,0.030640483,-0.92427814,0.16988182,-0.60046285,-0.09860067,0.548939,0.18756813,0.7606271,0.53614175,-0.037973803,-1.6770241,-0.4568542,-0.18434663,-0.063248135,-0.11822632,-0.13094695,-0.5374273,-0.65741944,-1.3659173,-0.0028820857,-3.5950637,-0.039575383,-0.58535,-0.3186901,-0.6119709,-0.43448073,-1.5984823,-0.004224062,-0.114942804,-0.39114732,0.20785448,-0.028319158,-0.048448592,-0.011944085,-0.067740835,-0.4028312,-0.0063612275,-0.14203222,-0.29859352,-0.018279506,0.04301998,-0.16429415,-0.7374377,-0.03178523,-0.4644898,-0.05825349,-0.58020914,-0.09321008,-0.7364773,-0.020786375,0.07447676,1.3933158,-0.09765903,-0.38814545,-0.36788398,-0.014044646,-0.5315827,-0.38110122,-0.37375367,-0.33009964,-0.36195529,-0.6905504,0.02936837,-0.4779095,-0.87590253,-0.16616264,0.3972603,-0.0053557456,-0.3980554,-0.9138708,-0.15000862,-1.3094577,-0.721219,0.032800436,-0.48103386,0.73585975,-0.4518325,-0.18798874,0.024092056,0.00065419823,-0.338592,-1.784842,-0.38211176,1.5776364,0.08671188,-0.5698126,-1.8481718,-4.1061482,-0.11129217,-0.5918519,0.027882457,-0.032760292,-0.18938366,-0.008083954,-0.07492468,-0.06757836,-0.41221222,0.081481025,-0.22870886,0.03469366,-0.143676,-0.6441189,-2.4811459,-0.02433753,-0.70421815,-0.27799153,-2.87181,-3.1570375,0.46475756,0.048834622,-0.19726287,-0.3178272,-0.5217315,0.4571538,0.7768613,-1.491073,-0.06060867,-0.052240815,-0.076223135,-0.41103488,-0.26143557,-3.5465834,-0.34504923,-0.034717645,-0.71715844,0.0035709664,-0.74659926,-0.02860009,-0.0774857,-0.051746916,0.037815005,-1.1469768,-0.19150339,-0.012284878,-0.14053401,0.85190964,1.3961291,-1.2181145,-3.1065266,0.024117582,-0.12126797,-3.9142828,-0.31955013,-0.08452201,-1.2289569,-0.3849076,-0.14921944,0.1967293,-2.1936336,-0.9357039,-0.44176975,-0.397695,0.1282156,-0.07193758,-0.10147157,-1.2511257,-0.12578666,-0.026958406,-0.15091848,0.011932321,-0.6492551,-3.266078,-0.105484575,-0.23580006,-0.19689381,-0.06189059,-0.47361895,-0.12629297,-0.814747,-0.5823846,-0.37198406,-0.12781501,-0.18187854,-0.18284106,-0.157977,-2.3594756,1.2096817,-0.032463312,-0.40052658,-0.16077186,-0.8715029,-1.4896706,-0.01975314,-0.026182711,0.107343405,-0.15813483,-0.14892922,-0.006664712,-3.96771,-0.045591496,-0.36116987,-0.036469854,-0.0005732104,-1.8338895,-0.023651682,0.04168129,-0.11240931,-0.43976712,-1.4302797,-0.7976129,-0.5944122,-0.7748287,0.25598264,-0.11959401,-0.8649983,-0.118136615,-1.0762615,-0.023102991,-0.8827338,-0.4466504,-0.48397893,-0.20254849,-0.2392269,-0.63784903,-0.3192132,-0.27463228,-0.11927408,-0.5206516,-0.41865033,-0.74398893,-1.0700722,-0.44405106,-0.5214071,-0.789818,-0.092597514,0.8390266,-0.75618637,-1.3423951,-0.71798825,-0.5845077,-0.6540447,-1.0708244,-0.2418253,-0.25236917,-1.1876302,-0.8721391,-0.32356465,0.65787387,-0.8137293,-0.27564323,-3.6730034,1.5509591,-0.24737528,-0.35094658,-0.7670341,-1.2445794,1.5467112,-0.1641067,-0.53871036,-0.49849668,-1.0025337,-0.6450598,-1.154923,-0.25171688,-0.8168091,-0.14041838,1.4134696
1,Topic2,0.017322976,-0.05650037,0.39530313,0.0005914122,1.2987744,-0.05230196,0.46643293,1.4014106,-0.03813757,-0.54870033,-0.42487842,-0.5727308,-1.9102758,-0.030987054,-1.1882896,-0.71180636,-3.055564,-1.4186759,-3.1775491,0.61597085,1.8589635,-0.33054423,-2.8667784,0.18162882,0.0015288042,-0.17923951,-1.0815701,-0.15578355,0.6526562,1.009742,-1.8517002,-1.576683,0.6224722,-1.4058102,-0.717651,-0.41059986,-1.4715288,-0.041796446,-0.02726871,-0.35839984,-1.6413426,-1.340492,-4.1437726,-0.7747177,0.4634992,-3.8827028,0.54167235,-0.40563333,-0.12421973,0.6202063,-2.3620872,-2.7541509,0.14755335,-0.2666266,-2.67564,-0.015451491,2.2308006,-0.013068087,-0.05166875,-0.31172472,-0.060912795,-0.25974995,1.3519794,-0.32120675,0.80549634,0.20523947,-1.6352587,1.9345988,-1.4132586,-0.02816455,-0.018732633,0.61358106,-0.35391983,0.080738425,0.040795475,-0.025286436,-0.011271575,-1.6525819,-1.9671721,-0.47394267,0.12601638,-0.8564286,0.9090439,-1.1683052,0.7462201,-3.8334804,-1.6770064,-1.2364776,-4.406487,0.8092563,-0.8107297,-0.2382765,-1.0480293,-2.0348647,-0.067617916,-0.7228414,-0.3936273,-1.0948216,-3.5583007,-0.63129115,-0.84073794,-0.042300183,-0.42680562,-0.31890628,-0.097333156,-2.125022,-2.0160367,-2.1050022,-2.8446517,1.5930951,-0.45367455,-0.05842617,-0.22255866,-3.8582463,-0.98089916,0.9362339,-0.49670106,-0.24025004,-0.3853238,-1.9943413,-0.15152463,-1.0532337,1.1388519,-0.11759436,-0.44078344,-0.17342015,-2.1810136,-0.29877102,0.11829142,-0.487559,-0.4460672,-2.4320502,-0.009758382,-0.0956085,-0.30695552,-0.35817602,-2.0661263,0.28880447,0.13451958,-3.2844539,-0.27699402,-1.817169,-0.24161164,-0.14350152,-1.8308046,-1.9869972,-1.950748,-0.75329936,-3.8164983,-0.027787091,-1.8024696,0.48470426,-0.19992962,0.17682946,-2.3985727,0.95090365,1.0396965,0.15780544,-0.47603098,0.38782364,-2.197544,0.17638978,-1.6157498,-0.059905574,-1.645921,-0.680305,-0.27053177,-0.21325928,-2.4455986,-0.13322507,-2.0075026,0.93511117,0.20863855,-0.7988251,-0.30908865,-0.29561478,-0.3181827,-1.9672985,-0.50642055,-0.36123317,0.39288288,-0.14578497,1.0239722,0.6728756,-0.5352242,-0.20658669,-0.07102297,-0.22670555,1.1155471,-0.35446942,-0.25505772,-0.7455509,-0.4219091,-0.5381176,-0.8453574,0.059936225,1.5542362,-0.06103662,-1.6934743,-1.930486,0.24072537,-0.10880829,-1.9027712,0.83369166,-1.2853718,-0.6083512,0.35346413,3.2609675,1.2208301,0.88610697,0.16565275,0.9790251,-0.056168012,-0.8655739,0.17959887,1.1703515,0.03462702,-0.66409713,-0.28445357,2.0857482,-0.5843215,1.1954602,0.18075764,-0.11770886,-0.019914627,0.52447176,-0.019488491,1.2287356,-3.6840153,1.039588,0.35283005,-0.9906871,-0.24484959,-3.0574043,-1.1653233,0.65890723,-1.4579512,1.3536406,-1.9057332,-1.1862854,-2.9840596,-0.58075875,-3.0080886,1.9596395,-0.3924132,-0.5095777,-3.0329807,-0.41563922,0.08041638,-1.0927355,-0.8931097,-0.69561887,0.077537835,-0.89949596,-1.465585,1.1270369,-0.6989098,-0.83222353,-0.43043727,-1.0963609,0.17322981,-0.27863857,-0.2844457,-0.72086394,-0.9867514,-0.53403133,-0.67341423,-0.6911981,-0.005613148,-0.8320622,0.0072730184,-0.23972008,-0.8393277,-1.1747272,-0.90977365,-0.40471315,0.3929751,-1.2667663,-0.92978555,1.179993,-1.5183834,-2.452697,-0.96115875,-1.267781,-0.87731344
1,Topic3,-0.4055244,-0.034472585,-0.045048334,-1.0274928,-1.2047851,-0.86516476,-0.49278688,0.09297705,0.23060337,0.680264,-0.75545025,-0.70301014,0.14742583,-0.2757939,-0.6212915,-0.5973115,-0.1438712,0.022296548,-0.33299586,-0.34004042,-0.5101973,0.6296531,-0.38076723,0.35048324,-0.3938736,-1.2755681,0.48507112,0.06494665,-0.723514,-0.6224166,-0.21045882,0.3250997,-0.5370431,-0.26712793,-0.007956356,0.15708119,0.0436759,0.3416308,-0.95154554,-0.50467414,-0.23915505,0.073865265,-0.09530288,0.9062768,-0.59745365,0.7741537,-0.47189274,-0.082718134,0.44504786,0.0042277575,-0.47869927,-0.30047968,-0.4384098,-0.33294094,-0.6800616,0.1413298,-0.5926504,-0.8278263,-0.85143167,0.37349862,-0.38739768,-0.18266584,-0.37726074,-0.70353556,-0.3947121,-0.8665108,0.6882366,-0.13041909,0.034554914,0.04799092,-0.74231184,-0.5398208,-0.5363977,-0.062375426,-2.0367627,-0.6856301,-0.2292797,0.23508811,-0.08958134,-0.37560296,-0.5706995,0.8250295,-0.33467877,0.36759937,-0.05062763,0.8951986,1.1187695,0.319102,0.06079352,-0.41109943,0.05181998,1.4744284,-0.10012227,-0.11845097,-0.61952645,0.31593224,-0.3699305,-0.8350435,-0.46348155,0.33853322,-0.8297091,0.044073746,-0.2093005,-0.20228799,-0.18537915,0.40736872,0.20937297,0.4830264,-0.09503758,-0.53525436,0.48662972,-0.04867676,0.9329895,-0.32632333,-0.017255306,0.33978927,-0.26875794,-0.29411864,-0.6493629,0.32765085,0.13915569,0.44964033,-0.9634506,0.28386122,-1.1792388,-0.6520982,0.43464613,-1.1054382,-1.2732476,-0.4550659,-0.17289868,-0.15512525,-1.7613597,0.045839466,-0.023056328,0.57988715,-0.048312217,-1.2186193,0.22114968,0.32724273,0.9083284,-0.15052709,-0.050328493,0.5307018,-0.31813562,0.24943554,0.2758355,-0.49142492,0.13456398,-0.48866284,0.84855986,-0.24873044,0.23152202,-0.72233427,-0.6797426,-0.6323746,-0.31663495,-0.42855954,-0.16331124,-0.21601185,0.6035087,0.33212686,0.13774416,-0.22199905,0.055842996,-1.0877509,-0.1285249,-0.0029605627,0.50437903,-0.14974558,0.5309181,-0.28368235,-0.5072535,0.23365599,-0.8502525,0.20284936,-0.09400588,-0.44395423,-0.706926,1.64883,-0.34650582,0.45397198,-1.17772,0.08080202,1.046597,0.6532582,-1.2492775,0.4255742,-0.09190089,0.118213296,-0.5673132,-0.03328988,0.15987593,0.16729867,0.94392216,-1.0897175,-0.8360797,-0.046552952,0.5087986,-0.19651842,0.12839079,-0.28356698,0.38625783,-0.089675725,-0.19146365,-0.4479409,-0.8070557,-0.1488881,-2.0763934,-0.43701518,-0.055842698,-0.60619783,-0.1419937,1.2411845,-0.24709201,-0.5733805,-0.024137162,0.38785192,0.98592556,-0.4497203,0.35206988,-0.19115695,0.3201119,0.08768839,0.1756163,-0.8709969,-0.45912105,-1.0791171,-0.030421998,-1.4148085,-0.038998615,-0.19865346,1.1526889,-0.42416924,-0.32804668,-0.4988159,0.0012038844,-0.1708627,-0.41112137,-0.30539328,-0.63976645,-0.5917858,0.5674819,-0.8852535,0.89276874,1.0482931,-0.5306784,-0.34419376,-0.18235144,-0.08891706,-0.21934026,-1.0768656,-0.79214185,-0.9521581,-1.2269311,-0.2559486,-0.66406024,0.7626755,0.022039294,-2.6827493,-0.31535664,-0.16247433,-0.46313643,-1.2848954,-1.1104084,-0.6435031,-0.62429583,-0.1672172,-0.7802432,-0.42045543,-0.82343364,-0.5214523,-0.7253099,-1.0636076,-1.1727762,-0.54421353,-0.45453012,-0.8040304,-0.79899544,-0.8132057,-1.3464632,-0.6532911,-0.9716146,-0.40964484,-0.7254714
